Surname,Team,Position,Price,TP,Status,PPM,Form_Factor,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score
Neave,Newcastle,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,NEW,1159.3809523809523,1240.2380952380952,1159.3809523809523,0.08
Strand Larsen,Crystal Palace,FWD,6.0,75.0,OK,12.5,3.9,1.0,75.0,CRY,1158.1904761904761,1190.2857142857142,1158.1904761904761,0.06
Muniz,Fulham,FWD,5.5,36.0,OK,6.55,1.9,1.0,36.0,FUL,1157.7142857142858,1198.2857142857142,1157.7142857142858,0.03
Emersonn,Ipswich Town,FWD,5.5,110.0,OK,20.0,5.8,1.0,110.0,IPS,1188.952380952381,1188.5238095238094,1188.952380952381,0.09
Akpom,Ipswich Town,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,IPS,1188.952380952381,1188.5238095238094,1188.952380952381,0.08
Nmecha,Leeds,FWD,5.5,73.0,OK,13.27,3.8,1.0,73.0,LEE,1133.4761904761904,1188.7142857142858,1133.4761904761904,0.06
Zirkzee,Man Utd,FWD,5.5,42.0,OK,7.64,2.2,1.0,42.0,MUN,1074.8095238095236,1079.047619047619,1074.8095238095236,0.04
Delap,Chelsea,FWD,5.5,45.0,OK,8.18,2.4,1.0,45.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.04
Marc Guiu,Chelsea,FWD,5.0,13.0,OK,2.6,0.7,1.0,13.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.01
Nketiah,Crystal Palace,FWD,5.5,23.0,OK,4.18,1.2,1.0,23.0,CRY,1158.1904761904761,1190.2857142857142,1158.1904761904761,0.02
G.Jesus,Arsenal,FWD,6.0,24.0,OK,4.0,1.3,1.0,24.0,ARS,1118.904761904762,1172.1904761904761,1118.904761904762,0.02
Wilson,Brentford,FWD,5.5,80.0,OK,14.55,4.2,1.0,80.0,BRE,1115.6190476190477,1164.9523809523807,1115.6190476190477,0.07
N.Jackson,Chelsea,FWD,6.5,130.0,OK,20.0,6.8,1.0,130.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.11
Mheuka,Chelsea,FWD,4.5,90.0,OK,20.0,4.7,1.0,90.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.08
David,Brighton,FWD,6.0,120.0,OK,20.0,6.3,1.0,120.0,BHA,1177.285714285714,1207.0,1177.285714285714,0.1
Kostoulas,Brighton,FWD,5.5,35.0,OK,6.36,1.8,1.0,35.0,BHA,1177.285714285714,1207.0,1177.285714285714,0.03
Emegha,Chelsea,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,CHE,1134.7619047619046,1140.428571428571,1134.7619047619046,0.09
Al-Hamadi,Ipswich Town,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,IPS,1188.952380952381,1188.5238095238094,1188.952380952381,0.08
Abraham,Aston Villa,FWD,5.5,23.0,DOUBT,4.18,1.2,1.0,23.0,AVL,1181.8095238095239,1202.2380952380954,1181.8095238095239,0.02
Rodríguez,Bournemouth,FWD,6.0,112.0,OK,18.67,5.9,1.0,112.0,BOU,1175.3333333333333,1239.142857142857,1175.3333333333333,0.1
Cherif,Coventry City,FWD,5.0,100.0,OK,20.0,5.3,1.0,100.0,COV,1224.095238095238,1180.4285714285713,1224.095238095238,0.08
