Surname,Team,Position,Price,TP,Status,PPM,Raw_TP,Form_Factor,Raw_Form,Adjusted_Form,Form_Efficiency,Captaincy_Coef,PP,Team_TLA,FDR_A_Horizon_5GW,FDR_D_Horizon_5GW,Effective_FDR_Horizon_5GW,Projected_Score,SPP,Final_Score
Ayari,Brighton,MID,5.4,111,OK,20.56,12,2.0,2.0,2.27,0.11,1.0,111.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.09,0.0,0.08944085492717986
Neto,Chelsea,MID,6.5,116,OK,17.85,12,10.0,10.0,12.75,0.56,1.0,116.0,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.1,2.75,0.11265914534224128
Yeremy,Crystal Palace,MID,5.5,114,OK,20.73,12,11.0,11.0,11.82,0.61,1.0,114.0,CRY,1114.3809523809523,1145.047619047619,1114.3809523809523,0.1,0.0,0.10972369882915992
Tanaka,Leeds,MID,4.9,105,OK,21.43,12,12.0,12.0,13.64,0.66,1.0,105.0,LEE,1190.428571428571,1204.4761904761904,1190.428571428571,0.09,0.0,0.0962241689667587
Wirtz,Liverpool,MID,7.3,116,OK,15.89,12,9.0,9.0,9.83,0.49,1.0,116.0,LIV,1132.809523809524,1248.3333333333333,1132.809523809524,0.1,2.0,0.11024006893942576
Willock,Newcastle,MID,5.0,99,OK,19.8,12,11.0,11.0,12.4,0.61,1.0,99.0,NEW,1092.0476190476188,1075.7142857142858,1092.0476190476188,0.09,0.0,0.09860375877556363
Tonali,Spurs,MID,5.4,107,OK,19.81,12,9.0,9.0,10.32,0.49,1.0,107.0,TOT,1173.904761904762,1217.5238095238096,1173.904761904762,0.09,0.75,0.09794150576018174
N.Angulo,Sunderland,MID,5.0,94,OK,18.8,12,10.0,10.0,13.99,0.57,1.0,94.0,SUN,1166.7619047619048,1251.0476190476188,1166.7619047619048,0.08,2.5,0.09110084891029303
McGinn,Aston Villa,MID,5.4,104,OK,19.26,11,0.0,0.0,0.0,0.0,1.0,104.0,AVL,1154.857142857143,1189.857142857143,1154.857142857143,0.09,0.0,0.0900544285007422
Lavia,Chelsea,MID,5.0,86,OK,17.2,11,9.0,9.0,11.69,0.5,1.0,86.0,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.08,0.0,0.08310613891339973
Palacios,Fulham,MID,5.4,106,OK,19.63,11,11.0,11.0,13.07,0.61,1.0,106.0,FUL,1121.5238095238094,1167.2380952380954,1121.5238095238094,0.09,0.0,0.10267191745923915
Schlager,Nott'm Forest,MID,5.0,105,OK,21.0,11,11.0,11.0,12.73,0.61,1.0,105.0,NFO,1141.4761904761904,1171.7619047619046,1141.4761904761904,0.09,0.0,0.0997927078553252
Bentancur,Spurs,MID,5.5,101,OK,18.36,11,11.0,11.0,12.32,0.59,1.0,101.0,TOT,1173.904761904762,1217.5238095238096,1173.904761904762,0.09,0.0,0.09338406620152523
Wharton,Crystal Palace,MID,5.5,98,OK,17.82,10,8.0,8.0,9.43,0.44,1.0,98.0,CRY,1114.3809523809523,1145.047619047619,1114.3809523809523,0.09,1.5,0.09521070848645416
João Pedro,Chelsea,FWD,7.8,286,OK,36.67,33,21.0,21.0,26.23,1.17,1.08,308.88,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.27,0.0,0.28875419135257785
Haaland,Man City,FWD,15.6,299,OK,19.17,33,24.0,24.0,27.14,1.33,1.1,328.9,MCI,1177.047619047619,1157.190476190476,1177.047619047619,0.28,5.0,0.29981624726919653
Isak,Liverpool,FWD,9.1,198,OK,21.76,25,23.0,23.0,26.14,1.25,1.0,198.0,LIV,1132.809523809524,1248.3333333333333,1132.809523809524,0.17,2.5,0.1931463281348522
Emersonn,Ipswich Town,FWD,5.5,204,OK,37.09,24,12.0,12.0,14.16,0.68,1.0,204.0,IPS,1160.2857142857144,1179.190476190476,1160.2857142857144,0.18,0.0,0.18436148731839447
Calvert-Lewin,Leeds,FWD,6.0,180,OK,30.0,20,10.0,10.0,11.38,0.55,1.0,180.0,LEE,1190.428571428571,1204.4761904761904,1190.428571428571,0.15,5.0,0.16209792391695674
Kostoulas,Brighton,FWD,5.5,144,OK,26.18,18,8.0,8.0,9.13,0.44,1.0,144.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.11,0.0,0.11947081520711175
Havertz,Arsenal,FWD,7.6,136,OK,17.89,17,16.0,16.0,17.87,0.87,1.0,136.0,ARS,1143.3333333333337,1194.5714285714284,1143.3333333333337,0.12,0.0,0.12989125364431484
Evanilson,Bournemouth,FWD,6.0,145,OK,24.17,16,11.0,11.0,12.56,0.62,1.0,145.0,BOU,1182.5238095238096,1262.7619047619046,1182.5238095238096,0.12,0.0,0.13005404099383883
Wissa,Newcastle,FWD,6.2,119,OK,19.19,15,13.0,13.0,14.95,0.72,1.0,119.0,NEW,1092.0476190476188,1075.7142857142858,1092.0476190476188,0.11,0.0,0.118552522565735
Barry,Everton,FWD,5.6,125,OK,22.32,14,12.0,12.0,12.82,0.65,1.0,125.0,EVE,1108.4285714285716,1089.5238095238094,1108.4285714285716,0.11,2.5,0.12312385616703181
Isidor,Sunderland,FWD,5.5,121,OK,22.0,14,13.0,13.0,15.63,0.73,1.0,121.0,SUN,1166.7619047619048,1251.0476190476188,1166.7619047619048,0.1,0.0,0.11308305444453513
Strand Larsen,Crystal Palace,FWD,6.0,106,OK,17.67,12,4.0,4.0,4.5,0.22,1.0,106.0,CRY,1114.3809523809523,1145.047619047619,1114.3809523809523,0.1,0.0,0.09794675668746262
Gonzalo,Fulham,FWD,6.0,115,OK,19.17,12,10.0,10.0,11.16,0.56,1.0,115.0,FUL,1121.5238095238094,1167.2380952380954,1121.5238095238094,0.1,0.0,0.1095045855978261
McBurnie,Hull City,FWD,5.5,113,OK,20.55,12,8.0,8.0,8.77,0.44,1.0,113.0,HUL,1123.095238095238,1127.0476190476188,1123.095238095238,0.1,5.0,0.11053292346830612
Igor Jesus,Nott'm Forest,FWD,5.8,106,OK,18.28,11,4.0,4.0,4.64,0.22,1.0,106.0,NFO,1141.4761904761904,1171.7619047619046,1141.4761904761904,0.09,2.5,0.09789779316674316
Šeško,Man Utd,FWD,7.0,83,OK,11.86,8,7.0,7.0,8.65,0.38,1.0,83.0,MUN,1091.571428571429,1140.047619047619,1091.571428571429,0.08,0.0,0.08158421672555946
Delap,Nott'm Forest,FWD,5.5,70,OK,12.73,8,3.0,3.0,3.41,0.17,1.0,70.0,NFO,1141.4761904761904,1171.7619047619046,1141.4761904761904,0.06,0.0,0.06341525176254642
Nketiah,Crystal Palace,FWD,5.5,58,OK,10.55,7,7.0,7.0,7.77,0.39,1.0,58.0,CRY,1114.3809523809523,1145.047619047619,1114.3809523809523,0.05,0.0,0.056927570293137345
Brobbey,Sunderland,FWD,5.8,72,OK,12.41,7,6.0,6.0,7.39,0.34,1.0,72.0,SUN,1166.7619047619048,1251.0476190476188,1166.7619047619048,0.06,0.0,0.06614288629499633
Akpom,Ipswich Town,FWD,5.0,66,OK,13.2,6,6.0,6.0,7.19,0.34,1.0,66.0,IPS,1160.2857142857144,1179.190476190476,1160.2857142857144,0.06,0.0,0.06122026594434868
Flemming,Ipswich Town,FWD,5.5,65,OK,11.82,6,1.0,1.0,1.13,0.06,1.0,65.0,IPS,1160.2857142857144,1179.190476190476,1160.2857142857144,0.06,0.0,0.05670241319871951
Nmecha,Leeds,FWD,5.4,60,OK,11.11,6,5.0,5.0,5.66,0.27,1.0,60.0,LEE,1190.428571428571,1204.4761904761904,1190.428571428571,0.05,2.5,0.05583031321252852
Marmoush,Spurs,FWD,7.0,74,OK,10.57,6,4.0,4.0,4.51,0.22,1.0,74.0,TOT,1173.904761904762,1217.5238095238096,1173.904761904762,0.06,0.0,0.06572679701444102
Thiago,Brentford,FWD,7.8,74,OK,9.49,5,4.0,4.0,4.45,0.21,1.08,79.92,BRE,1162.0,1215.2857142857142,1162.0,0.07,5.0,0.07576161790017212
Georginio,Brighton,FWD,5.4,60,OK,11.11,5,5.0,5.0,5.67,0.28,1.0,60.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.05,0.0,0.05081706071496121
Thomas-Asante,Coventry City,FWD,5.0,58,OK,11.6,5,4.0,4.0,4.52,0.23,1.0,58.0,COV,1123.6666666666663,1184.2857142857142,1123.6666666666663,0.05,3.75,0.05776980124592111
Solanke,Spurs,FWD,5.8,46,OK,7.93,5,3.0,3.0,3.37,0.16,1.0,46.0,TOT,1173.904761904762,1217.5238095238096,1173.904761904762,0.04,5.0,0.0454542836281032
N.Jackson,Aston Villa,FWD,6.5,56,OK,8.62,4,4.0,4.0,4.36,0.22,1.0,56.0,AVL,1154.857142857143,1189.857142857143,1154.857142857143,0.05,0.0,0.0511335972290945
Osula,Newcastle,FWD,5.9,46,OK,7.8,4,4.0,4.0,4.31,0.22,1.0,46.0,NEW,1092.0476190476188,1075.7142857142858,1092.0476190476188,0.04,1.25,0.046030044041337814
Abraham,Aston Villa,FWD,5.5,27,OK,4.91,3,2.0,2.0,2.18,0.11,1.0,27.0,AVL,1154.857142857143,1189.857142857143,1154.857142857143,0.02,0.0,0.024700890648193963
Wilson,Brentford,FWD,5.5,39,OK,7.09,3,3.0,3.0,3.3,0.16,1.0,39.0,BRE,1162.0,1215.2857142857142,1162.0,0.03,0.0,0.035550774526678146
Simms,Coventry City,FWD,5.0,43,OK,8.6,3,3.0,3.0,3.32,0.17,1.0,43.0,COV,1123.6666666666663,1184.2857142857142,1123.6666666666663,0.04,0.0,0.04033580539899141
Awoniyi,Coventry City,FWD,5.5,31,OK,5.64,3,5.0,5.0,5.87,0.29,1.0,31.0,COV,1123.6666666666663,1184.2857142857142,1123.6666666666663,0.03,0.0,0.031245031148027305
Muniz,Fulham,FWD,5.4,30,OK,5.56,3,2.0,2.0,2.26,0.11,1.0,30.0,FUL,1121.5238095238094,1167.2380952380954,1121.5238095238094,0.03,5.0,0.03261812160326087
Wood,Nott'm Forest,FWD,5.8,31,OK,5.34,3,2.0,2.0,2.33,0.11,1.0,31.0,NFO,1141.4761904761904,1171.7619047619046,1141.4761904761904,0.03,5.0,0.03296696007675942
Rodríguez,Bournemouth,FWD,6.0,38,OK,6.33,2,1.0,1.0,1.12,0.06,1.0,38.0,BOU,1182.5238095238096,1262.7619047619046,1182.5238095238096,0.03,0.0,0.03279764829058108
Jebbison,Bournemouth,FWD,5.0,35,OK,7.0,2,2.0,2.0,2.33,0.11,1.0,35.0,BOU,1182.5238095238096,1262.7619047619046,1182.5238095238096,0.03,0.0,0.030976966133773605
Welbeck,Chelsea,FWD,5.9,40,OK,6.78,2,1.0,1.0,1.06,0.06,1.0,40.0,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.04,0.0,0.03595033404764906
Mateta,Crystal Palace,FWD,6.3,38,OK,6.03,2,4.0,4.0,4.75,0.22,1.0,38.0,CRY,1114.3809523809523,1145.047619047619,1114.3809523809523,0.03,5.0,0.04157016494316726
Fernandez-Pardo,Newcastle,FWD,6.0,39,OK,6.5,2,1.0,1.0,1.08,0.06,1.0,39.0,NEW,1092.0476190476188,1075.7142857142858,1092.0476190476188,0.04,0.0,0.03640500588671348
Gyökeres,Arsenal,FWD,7.2,33,OK,4.58,1,1.0,1.0,1.08,0.05,1.0,33.0,ARS,1143.3333333333337,1194.5714285714284,1143.3333333333337,0.03,2.5,0.03171078717201165
David,Brighton,FWD,6.0,32,OK,5.33,1,1.0,1.0,1.17,0.06,1.0,32.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.03,0.0,0.026071458293928502
Cherif,Coventry City,FWD,5.0,28,OK,5.6,1,0.0,0.0,0.0,0.0,1.0,28.0,COV,1123.6666666666663,1184.2857142857142,1123.6666666666663,0.02,0.0,0.0249184218332839
Vaz,Hull City,FWD,5.0,28,OK,5.6,1,0.0,0.0,0.0,0.0,1.0,28.0,HUL,1123.095238095238,1127.0476190476188,1123.095238095238,0.02,0.0,0.0249311002755989
Walle Egeli,Ipswich Town,FWD,4.5,26,OK,5.78,1,1.0,1.0,1.19,0.06,1.0,26.0,IPS,1160.2857142857144,1179.190476190476,1160.2857142857144,0.02,0.0,0.023126200443240576
Zirkzee,Man Utd,FWD,5.4,16,OK,2.96,1,0.0,0.0,0.0,0.0,1.0,16.0,MUN,1091.571428571429,1140.047619047619,1091.571428571429,0.01,0.0,0.014657767307943981
Kalimuendo,Nott'm Forest,FWD,5.4,9,OK,1.67,1,1.0,1.0,1.19,0.06,1.0,9.0,NFO,1141.4761904761904,1171.7619047619046,1141.4761904761904,0.01,0.0,0.008614283926411082
Madjo,Aston Villa,FWD,5.4,22,OK,4.07,0,0.0,0.0,0.0,0.0,1.0,22.0,AVL,1154.857142857143,1189.857142857143,1154.857142857143,0.02,0.0,0.019049975259772388
Furo,Brentford,FWD,4.5,18,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,18.0,BRE,1162.0,1215.2857142857142,1162.0,0.02,0.0,0.01549053356282272
Tzimas,Brighton,FWD,5.4,3,OK,0.56,0,0.0,0.0,0.0,0.0,1.0,3.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.0,0.0,0.0023832040854927174
Ferguson,Brighton,FWD,5.0,20,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,20.0,BHA,1258.809523809524,1249.7142857142858,1258.809523809524,0.02,0.0,0.015888027236618116
Mheuka,Chelsea,FWD,4.5,18,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,18.0,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.02,0.0,0.01588302029497038
Emegha,Chelsea,FWD,5.0,20,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,20.0,CHE,1133.2857142857142,1172.9047619047617,1133.2857142857142,0.02,0.0,0.017647800327744864
Wright,Coventry City,FWD,5.4,22,OK,4.07,0,0.0,0.0,0.0,0.0,1.0,22.0,COV,1123.6666666666663,1184.2857142857142,1123.6666666666663,0.02,5.0,0.024028478196380904
Kusi-Asare,Fulham,FWD,4.5,1,OK,0.22,0,0.0,0.0,0.0,0.0,1.0,1.0,FUL,1121.5238095238094,1167.2380952380954,1121.5238095238094,0.0,0.0,0.0008916440217391305
Ansah,Hull City,FWD,5.0,20,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,20.0,HUL,1123.095238095238,1127.0476190476188,1123.095238095238,0.02,0.0,0.017807928768284926
Mateo Joseph,Leeds,FWD,4.5,18,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,18.0,LEE,1190.428571428571,1204.4761904761904,1190.428571428571,0.02,0.0,0.015120604824192972
Ekitiké,Liverpool,FWD,7.4,25,OK,3.38,0,0.0,0.0,0.0,0.0,1.0,25.0,LIV,1132.809523809524,1248.3333333333333,1132.809523809524,0.02,0.0,0.022069023498255493
Danns,Liverpool,FWD,4.5,18,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,18.0,LIV,1132.809523809524,1248.3333333333333,1132.809523809524,0.02,0.0,0.015889696918743954
J.Angulo,Sunderland,FWD,4.5,18,OK,4.0,0,0.0,0.0,0.0,0.0,1.0,18.0,SUN,1166.7619047619048,1251.0476190476188,1166.7619047619048,0.02,2.5,0.01756999428618072
